,developerResponse,review,isEdited,userName,date,rating,title
56,"{'id': 11265278, 'body': 'Hi Mansesjsjsjsj1974!:!!,&2@ - Thank you for providing your feedback. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. BP launched a new rewards program on 10/1/2019, which requires the use of the new BPme Mobile App. Try the new BPme Mobile App by downloading from the Apple or Google Play store. You will need to re-register in the App for the BPme Rewards Program. You will then get 5 cents off per gallon on every fuel purchase through next month! ', 'modified': '2019-10-15T15:11:44Z'}","This app was working fine but every time I pulled up to the gas station and tried to use it, it did not work. It would take 5-10 minutes to load or even get signed in I would just end up pulling out my card and paying like that. I have not used this app for a while so before deleting the app I was trying to log in to delete my card number and I forgot my password. I clicked on forgot password but it’s not sending me an email. I have tired several times to log in and it’s still not working. This app needs several updates before anyone uses it and trust in putting the card in this app.",False,"Mansesjsjsjsj1974!:!!,&2@",2019-02-09 20:24:43,1,Don’t download
57,"{'id': 11265307, 'body': 'Hi Jayyx3 : * - Thank you for providing your feedback. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. BP launched a new rewards program on 10/1/2019, which requires the use of the new BPme Mobile App. Try the new BPme Mobile App by downloading from the Apple or Google Play store. You will need to re-register in the App for the BPme Rewards Program. You will then get 5 cents off per gallon on every fuel purchase through next month!', 'modified': '2019-10-15T15:12:46Z'}",I can’t even get it to download correctly,False,Jayyx3 :*,2019-02-10 21:34:50,1,Disappointed
58,"{'id': 11265317, 'body': 'Hi jayhot63 - Thank you for providing your feedback. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. BP launched a new rewards program on 10/1/2019, which requires the use of the new BPme Mobile App. Try the new BPme Mobile App by downloading from the Apple or Google Play store. You will need to re-register in the App for the BPme Rewards Program. You will then get 5 cents off per gallon on every fuel purchase through next month!', 'modified': '2019-10-15T15:13:06Z'}",I can see this app being a headache already! Just downloaded it today and already it’s not working. SMH!,False,jayhot63,2019-02-10 22:59:35,5,Problematic
59,"{'id': 11265383, 'body': 'Hi Molder5 - Thank you for providing your feedback. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. BP launched a new rewards program on 10/1/2019, which requires the use of the new BPme Mobile App. Try the new BPme Mobile App by downloading from the Apple or Google Play store. You will need to re-register in the App for the BPme Rewards Program. You will then get 5 cents off per gallon on every fuel purchase through next month!', 'modified': '2019-10-15T15:15:28Z'}",Unable to login due to connectivity error. Their problem. Tried on multiple Wifi networks and cell tower. Everything else on my phone works. Quick download and delete.,False,Molder5,2019-02-11 00:46:15,1,Quick download and delete.
60,,"Not working at all said it can’t connect 
Terrible if continues I am out of BP",False,lanaslimo,2019-02-11 00:57:58,5,Lanaslimo
61,"{'id': 11535678, 'body': 'Hi Challenged1 - Thank you for your feedback on the BPme app. BP launched a new rewards program on 10/1/2019, which requires the use of the new BPme Mobile App. Try the new BPme Mobile App by downloading from the Apple or Google Play store. You will need to re-register in the App for the BPme Rewards Program. You will then get 5 cents off per gallon on every fuel purchase through next month! Thank you BP', 'modified': '2019-10-29T15:17:37Z'}",Does not accept any of my credit or debit cards. Grrrrrrrr. Booooo,False,Challenged1,2019-02-12 16:49:15,2,Not working
62,"{'id': 11265397, 'body': 'Hi Jasmine 0369 - Thank you for providing your feedback. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. BP launched a new rewards program on 10/1/2019, which requires the use of the new BPme Mobile App. Try the new BPme Mobile App by downloading from the Apple or Google Play store. You will need to re-register in the App for the BPme Rewards Program. You will then get 5 cents off per gallon on every fuel purchase through next month!', 'modified': '2019-10-15T15:16:07Z'}","The app won’t even open. It constantly says failed to initialize, so I already know it’s a waste of my time.",False,Jasmine 0369,2019-02-17 21:15:52,1,Failure
63,"{'id': 11265405, 'body': 'Hi MichMale08 - Thank you for providing your feedback. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. BP launched a new rewards program on 10/1/2019, which requires the use of the new BPme Mobile App. Try the new BPme Mobile App by downloading from the Apple or Google Play store. You will need to re-register in the App for the BPme Rewards Program. You will then get 5 cents off per gallon on every fuel purchase through next month!', 'modified': '2019-10-15T15:16:22Z'}","Nice idea but doesn’t work. 
I continually get the message “initialization failed retry later.”
Not impressed!",False,MichMale08,2019-02-17 21:31:11,1,Nick
64,"{'id': 11265416, 'body': 'Hi Clipper4255 - Thank you for providing your feedback. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. BP launched a new rewards program on 10/1/2019, which requires the use of the new BPme Mobile App. Try the new BPme Mobile App by downloading from the Apple or Google Play store. You will need to re-register in the App for the BPme Rewards Program. You will then get 5 cents off per gallon on every fuel purchase through next month!', 'modified': '2019-10-15T15:16:42Z'}",Got the app because I have always used Amoco/BP fuel and thought the app would be easier managing the discounts. The app won’t even load beyond the front screen.,False,Clipper4255,2019-02-18 01:38:42,1,Doesn’t work
65,"{'id': 11265422, 'body': 'Hi Boch5634 - Thank you for providing your feedback. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. BP launched a new rewards program on 10/1/2019, which requires the use of the new BPme Mobile App. Try the new BPme Mobile App by downloading from the Apple or Google Play store. You will need to re-register in the App for the BPme Rewards Program. You will then get 5 cents off per gallon on every fuel purchase through next month!', 'modified': '2019-10-15T15:16:57Z'}",On the update be i phone it’s not working,False,Boch5634,2019-02-18 02:36:18,1,Don’t work
