,userName,isEdited,title,rating,review,date,developerResponse
71,fuel bp plus card,False,You can not add your bp plus fuel card to this app. When will it be added????,1,You can not add your bp plus fuel card to this app. When will it be added????,2018-04-04 20:41:16,"{'id': 3075569, 'body': 'Hello there, thanks for the review. The BPme team are busy working on getting the BP Plus fuel card ready for use within BPme. This service is due to launch later on this summer so be sure to speak with your fleet manager to mention that you are interested in this service. Thanks from the BPme team', 'modified': '2018-04-09T12:36:00Z'}"
72,Rainbowmonkey2000,False,DO NOT USE THIS APP,1,"Do not use this app, if you say you want a full tank they take £100 and it takes days for what you didn’t use to be put back into your account, unlike Tesco’s that take £1 by pay at pump and take the rest 2-3 days later,  compensation would be nice but you’ll have more luck getting blood out of stone",2018-04-05 22:33:43,
73,Scottie alba,False,Boom ! 💥,1,Was alway told you would go up in a fireball if you used your phone next to a petrol pump......take it was all fake news !!,2018-04-07 12:52:51,"{'id': 3075583, 'body': 'Hello Scottie, thanks for your review. BPme has been developed in close collaboration with the relevant health and safety bodies in the UK that cover petrol forecourts. Please make sure to follow the clear instructions that cover the safe and approved use of a phone on a forecourt when purchasing your fuel using BPme. Thanks from the BPme team', 'modified': '2018-04-09T12:36:53Z'}"
74,akeel1519,False,Totally useless unless you like a green screen,1,"This app is completely useless and I will not using BP again after all this Shell app is brilliant works every time without any problems.
This app has wasted my time on 5 different occasions and the attendants telling me that I have to pay inside as this method hasn’t worked since it came out .
BP your a load of crap.
Why release a useless app that’s as useful as pig In a dairy farm?
Avoid this like the plague t",2018-04-08 07:30:55,
75,Biglenn,False,Not complete,1,Can’t add Allstar fuel card,2018-04-08 14:34:58,
76,Pri901,False,Fuel card compatibility,3,"The app doesn’t allow you to use a fuel card, so for those who use a fuel card to fill up company cars the app isn’t useful. Maybe future updates should look to add this in",2018-04-08 15:20:45,"{'id': 3075599, 'body': 'Hello Pri901, thanks for your review. The BPme team are busy working on adding the BP Plus fuel card to BPme. This service will launch later on this summer so be sure to mention this to your fleet manager if you are interested in using this service. Thanks from the BPme team', 'modified': '2018-04-09T12:38:11Z'}"
77,Jellysecret,False,Not working,1,"Used the app once, all worked perfectly I was so impressed. But every time I have been back since I get an error saying my cards been declined. I have spoken to the bank and they have said that it’s not a problem at their end so must be the app.",2018-04-08 17:59:14,"{'id': 3128346, 'body': 'Hello there Jellysecret. We are sorry to hear you are having problems using BPme. Unfortunately we are not in control of the payment authorisation process. If you are able to get in touch with us on bpmeuk@bp.com with confirmation of your username then our support team can look into this to see if there is an issue that may be causing your bank to decline the transactions. Thanks from the BPme team', 'modified': '2018-04-13T20:06:25Z'}"
78,Simon dobbs,False,Caused fraudulent transactions on my credit card,1,"When I tried to use this, transaction refused after I pressed the start button. Of course I tried again and again . The result was three fraudulent transactions of £100 on my credit card, which, thankfully my bank blocked. I will never use this app again.",2018-04-08 18:02:55,
79,ianinsheffield,False,Technical issues!!!,1,"Fill your car ,  Try to pay by the app,  Then stand in the queue at the till !!!!   Good job I brought an alternative method of payment.",2018-04-09 15:06:04,
80,F1 Chump,False,Overcharged - beware!,1,"So I downloaded and setup this App a fresh with my Monzo card. No real issues, sign up is a bit clunky but it’s a one-time thing so hey.

I used the App for the first time the other day. I chose the “fill my tank option” and straight away saw a £100 charge to my Monzo card. Bit odd I thought but figured this was a pre-charge that would get amended once I’d filled.

Instead, however, a day later I was then charged £53 pounds! I got straight in touch with Monzo and explained the situation and they (to their credit) refunded me the £100 given it was still in a pending state.

When I enquired with Monzo as to what had happened they explained that BP do one of two things;

1. Charge £100 then amend that amount a day later (whilst it’s still pending)
2. Charge £100 then a day later charge the actual amount (in addition) before refunding the £100 7 DAYS LATER!

Needles to say the latter was my experience. So if you’re fine with being overcharged £100 each time you use this App then go for it. However, that’s scandalous in my books, shame on you BP!",2018-04-11 16:07:34,"{'id': 3128376, 'body': 'Hello F1 Chump. Thanks for your review. Our development team are in direct contact with Monzo bank to understand why the pre-authorisations are not being released at the time the final sale amount is processed. We are aware of a number of Monzo customers who are experiencing unacceptable delays in releasing pre-authorised funds and we are working with the bank to understand why this is happening and to collectively resolve the situation as soon as possible. Thanks from the BPme team', 'modified': '2018-04-13T20:12:05Z'}"
81,Soori1809,False,Utter rubbish terms and conditions,1,"You have to preauthorise the payment and you have to pay for the amount you filled. The company technically charges customer twice and issue refund which will take 7-10 working days to credit back to your account, leaving people with insufficient fund in bank. I’ve used esso and Asda’s pay at the pump and they work absolutely fine. Why would BP release such an app knowing their customers are being charged twice.",2018-04-11 19:26:32,
82,The Stereophonic,False,App good BUT,3,Not able to use BP fuel card - weird given it’s your own fuel card!??,2018-04-13 12:46:59,"{'id': 3128329, 'body': 'Hello Stereophonic. Thanks for your review. The BPme team are busy working on getting the BP Plus fuel card added into our app. This will be available later on this summer so please be sure to register your interest with your fleet manager. Thanks from the BPme team', 'modified': '2018-04-13T20:02:58Z'}"
83,Calatlolan,False,So close...,2,"Can’t add my nectar card. Tried over and over this past few days and all I get is ‘there has been a technical error, please try again later’. There is a helpful link at the bottom that says it’s the link to the help line. Nothing happens when you press it. As if it’s drawn on and not a hyperlink at all. Day 3. I’ve deleted the app",2018-04-13 13:43:06,
84,peterc1654,False,Similar to other fill and go apps.,3,Similar to the shell app but does “unlock” the pump quicker which is good. Only annoying this is I chose the full tank option which now means although I’ve only spent £34 I’ve had £100 “pre authorised” from my account so will effectively be missing £66 from my bank account for the whole weekend until the system tells my bank how much was actually taken....,2018-04-13 20:51:19,
85,14 sj,False,Location not working,1,"Every time I open the app and try to locate the local store, I get ta network not available message check connection. I can assure you that my network is working as it should be. Currently an app that is useless haven’t used once since installation. Shells app works perfectly fine.

Screenshot taken if needed",2018-04-14 11:01:45,
